code_parametre;cas;ppp_usage;ppp_usages_typiques;statut_ue;date_expiration;autorisation_france;mentions;pnec_ugl;mentions_danger
1939;104040-78-0;herbicide;"Vigne, Désherbage, Cult. Installées; Olivier, Désherbage, Cult. Installées; JEVI, Désherb. Total (1); JEVI, Désherbage, All. PJT, Cimet., Voies (1); Traitements généraux, Désherbage, Zones agricoles non cult.; Agrumes, Désherbage, Cult. Installées; JEVI, Désherb. Total, Sites industriels et autres infrastructures; JEVI, Désherbage, PJT";Approuvée;2032-07-31;Oui;;0.07;H400 H410
6393;158062-67-0;insecticide;"Haricots et Pois écossés frais, Trt Part.Aer., Pucerons; Haricots et pois non écossés frais, Trt Part.Aer., Pucerons; Choux pommés, Trt Part.Aer., Pucerons; Choux pommés, Trt Part.Aer., Aleurodes; Arbres et arbustes, Trt Part.Aer., Pucerons; Cultures florales et plantes vertes, Trt Part.Aer., Pucerons; Rosier, Trt Part.Aer., Pucerons; Tomate - Aubergine, Trt Part.Aer., Pucerons";Approuvée;2026-11-30;Oui;;310.0;H302
2810;145701-23-1;herbicide;"Orge, Désherbage; Seigle, Désherbage; Porte graine - Graminées fourragères et à gazons, Désherbage; Blé, Désherbage; Maïs, Désherbage; Avoine, Désherbage; Graminées fourragères, Désherbage; Prairies, Désherbage";Approuvée;2030-12-31;Oui;;0.118;H400 H410
1404;79241-46-6;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2026-05-31;Oui;;4.77;H361d H400 H410
2984;79622-59-6;fongicide;"Pomme de terre, Trt Part.Aer., Mildiou(s); Pomme de terre, Trt Part.Aer., Maladies des taches brunes; Bulbes ornementaux, Trt Bulbes, Pourritures en phase végétative; Bulbes ornementaux, Trt Bulbes, Pourritures en phase de conservation; Cultures florales et plantes vertes, Trt Part.Aer., Pourriture grise; Chicorées - Production de chicons, Trt Sem. Plants, Champignons (pythiacées)";Approuvée;2026-04-15;Oui;;0.29;H317 H318 H332 H361d H400 H410
2022;131341-86-1;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2026-09-30;Oui;candidat à la substitution;3.28;H400 H410
1940;142459-58-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2025-06-10;Oui;candidat à la substitution;0.357;H302 H317 H373 H400 H410
1676;101463-69-8;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
2023;103361-09-7;herbicide;"Fruits à pépins, Désherbage, Cult. Installées; Vigne, Désherbage, Cult. Installées";Approuvée;2037-02-28;Oui;;0.035;H361d H400 H410
7499;239110-15-7;fongicide;"Choux à inflorescence, Trt Part.Aer., Mildiou(s); Choux pommés, Trt Part.Aer., Mildiou(s); Choux-raves, Trt Part.Aer., Mildiou(s); Laitue, Trt Part.Aer., Mildiou(s); Cucurbitacées à peau non comestible, Trt Part.Aer., Mildiou(s); Oignon, Trt Part.Aer., Mildiou(s); Pomme de terre, Trt Part.Aer., Mildiou(s); Epinard, Trt Part.Aer., Mildiou(s)";Approuvée;2026-08-31;Oui;candidat à la substitution;4.8;H361d
7649;658066-35-4;fongicide;"Vigne, Trt Part.Aer., Pourriture grise; Bananier, Trt Part.Aer., Cercosporioses; Chicorées - Production de chicons, Trt Sem. Plants, Champignons (autres que pyth; Cucurbitacées à peau comestible, Trt Sol, Champignons (autres que pythiacées); Cucurbitacées à peau comestible, Trt Sol, Nématodes; Cucurbitacées à peau non comestible, Trt Sol, Champignons (autres que pythiacées; Poivron, Trt Sol, Champignons (autres que pythiacées); Cucurbitacées à peau non comestible, Trt Sol, Nématodes";Approuvée;2026-06-30;Oui;;13.5;H411
5637;2699-79-8;insecticide;"Chataignier, Trt Prod.Réc., Désinsectisation; Forêt, Trt bois abattus, Insectes xylophages et sous-corticaux; Traitements généraux, Désinsectisation, Locx Struct. Matér. (POV...); Traitements généraux, Fumigation (désinsectisation), Locx Struct. Matér. (POV...; Traitements généraux, Trt Prod. Réc., Désinsectisation (1)";Approuvée;2027-01-31;Oui;;6.2;H331 H373 H400
5638;361377-29-9;fongicide;"Betterave industrielle et fourragère, Trt Sem., Champignons (autres que pythiacé; Betterave industrielle et fourragère, Trt Sem., Champignons (pythiacées); Crucifères oléagineuses, Trt Sem., Champignons (autres que pythiacées); Crucifères oléagineuses, Trt Sem., Champignons (pythiacées); Avoine, Trt Sem., Champignons (autres que pythiacées); Seigle, Trt Sem., Champignons (autres que pythiacées); Blé, Trt Sem., Champignons (autres que pythiacées); Avoine, Trt Part.Aer., Oïdium(s)";Approuvée;2027-01-31;Oui;;0.061;H351 H400 H410
2565;144740-54-5;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
2056;136426-54-5;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2021-12-31;;candidat à la substitution;;
1675;61213-25-0;herbicide;"Graines protéagineuses, Désherbage; Pomme de terre, Désherbage; Porte graine, Désherbage; PPAMC, Désherbage; Tomate - Aubergine, Désherbage; Tournesol, Désherbage; Carotte, Désherbage; PPAM - non alimentaires, Désherbage";Approuvée;2026-03-15;Oui;candidat à la substitution;;H302 H317 H360FD H400 H410
2547;81406-37-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2027-02-15;Oui;;1.83;H400 H410
1765;69377-81-7;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2027-02-15;Oui;;27.6;H412
2024;56425-91-3;régulateur de croissance;Régulation de la croissance des plantes (antigerminatif, etc.).;Non approuvée;;;;;
2008;96525-23-4;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2018-12-27;;;;
1194;85509-19-9;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;;;;;
2985;66332-96-5;fongicide;Pomme de terre, Trt Tuber. Semences, Champignons (autres que pythiacées);Approuvée;2026-06-15;Oui;;;H411
1503;76674-21-0;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2021-05-31;;;;
7342;907204-31-3;fongicide;"Vigne, Trt Part.Aer., Oïdium(s); Orge, Trt Part.Aer., Rhynchosporiose; Orge, Trt Part.Aer., Helminthosporiose et ramulariose; Orge, Trt Part.Aer., Rouille(s); Orge, Trt Part.Aer., Oïdium(s); Avoine, Trt Part.Aer., Rouille couronnée; Avoine, Trt Part.Aer., Oïdium(s); Seigle, Trt Part.Aer., Rhynchosporiose";Approuvée;2027-10-31;Oui;;3.59;H362 H400 H410
1192;133-07-3;fongicide;"Vigne, Trt Part.Aer., Mildiou(s); Vigne, Trt Part.Aer., Excoriose; Vigne, Trt Part.Aer., Rougeot parasitaire; Vigne, Trt Part.Aer., Black rot; Orge, Trt Part.Aer., Rhynchosporiose; Orge, Trt Part.Aer., Helminthosporiose et ramulariose; Blé, Trt Part.Aer., Septoriose(s); Seigle, Trt Part.Aer., Rouille(s)";Approuvée;2039-10-31;Oui;;0.2;H317 H319 H332 H351 H400
2806;173159-57-4;herbicide;Maïs, Désherbage;Approuvée;2035-05-31;Oui;;0.101;H351 H400 H410
5969;68157-60-8;régulateur de croissance;"Kiwi, Trt Part.Aer., Stimul.Croiss.Org.Aériens (1); Vigne, Trt Part.Aer., Régul. Croiss. Org. Aériens; Kiwi, Trt Part.Aer., Bactériose(s); Kiwi, Trt Part.Aer., Act. Qual. Fruits";Approuvée;2033-05-31;Oui;;80.0;H351 H411
1702;50-00-0;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
7741;23422-53-9;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2026-09-30;Non;;;H300 H317 H330 H400 H410
1975;39148-24-8;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2026-10-31;Oui;;600.0;H318
1816;15845-66-6;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2026-10-31;Oui;;;
2744;98886-44-3;insecticide;"Bananier, Trt Sol, Nématodes; Bananier, Trt Sol, Ravageurs du sol; Pomme de terre, Trt Sol, Nématodes; Pomme de terre, Trt Sol, Ravageurs du sol";Approuvée;2027-01-31;Oui;;;H301 H312 H317 H331 H400 H410
5641;8030-53-3;régulateur de croissance;Régulation de la croissance des plantes (antigerminatif, etc.).;Approuvée;2026-10-31;Oui;biocontrôle;960.0;Sans classement
2731;77182-82-2;herbicide;"Cerisier, Trt Part.Aer., Act. Qual. Fruits; Fruits à pépins, Trt Part.Aer., Act. Qual. Fruits; Fruits à pépins, Trt Part.Aer., Act. Nouaison; Fruits à pépins, Trt Plants, Act. Ramification";Non approuvée;2018-07-31;;candidat à la substitution;;
5642;111-30-8;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;;;;;
1506;1071-83-6;herbicide;"Traitements généraux, Désherbage, Zones agricoles non cult.; Traitements généraux, Destruction des couverts et repousses dans les cultures; Traitements généraux, Désherbage, Intercultures, jachères et destruction de cult; Cultures fruitières, Désherbage, Cult. Installées; JEVI, Désherb. Total, Sites industriels et autres infrastructures; JEVI, Désherbage, Voies ferrées; JEVI, Désherbage, PJT; Forêt, Dégagement";Approuvée;2033-12-15;Oui;;100.0;H318 H411
8664;943831-98-9;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2028-01-05;Oui;;0.0393;H400 H410
5508;100784-20-1;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2026-11-15;Oui;candidat à la substitution;0.0491;H360D H400 H410
1909;72619-32-0;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2020-12-31;;candidat à la substitution;;
7585;27306-78-1;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;
1673;51235-04-2;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
1876;78587-05-0;insecticide;"Vigne, Trt Part.Aer., Acariens; Agrumes, Trt Part.Aer., Acariens et phytoptes; Arbres et arbustes, Trt Part.Aer., Acariens; Fraisier, Trt Part.Aer., Acariens; Haricots, Trt Part.Aer., Acariens (1); Maïs doux, Trt Part.Aer., Acariens; Cucurbitacées à peau non comestible, Trt Part.Aer., Acariens; Pêcher - Abricotier, Trt Part.Aer., Acariens et phytoptes";Approuvée;2027-01-31;Oui;;0.61;H400 H410
5644;67485-29-4;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
5645;123-33-1;herbicide;"Tabac, Contrôle Pl. parasites; Tabac, Trt Part.Aer., Régul. Croiss. Org. Aériens; Carotte, Trt Part.Aer., Régul. Croiss. Org. Aériens; Oignon, Trt Part.Aer., Limit. Destruct. Germes; Pomme de terre, Trt Part.Aer., Limit. Destruct. Germes; Oignon, Trt Prod. Réc., Limit. Destruct. Germes";Approuvée;2032-10-31;Oui;;960.0;Sans classement
6555;1310-58-3;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;
2927;1310-73-2;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
5646;10004-44-1;fongicide;"Betterave industrielle et fourragère, Trt Sem., Champignons (pythiacées); Betterave industrielle et fourragère, Trt Sem., Champignons (autres que pythiacé; Betterave potagère, Trt Sem. Plants, Champignons (pythiacées); Epinard, Trt Sem. Plants, Champignons (pythiacées); Tomate - Aubergine, Trt Sol, Champignons (autres que pythiacées)";Approuvée;2026-08-31;Oui;;40.0;H302 H317 H318 H361d H411
6556;7681-52-9;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2019-08-31;;;;
1704;35554-44-0;fongicide;"Pomme de terre, Trt Tuber. Semences, Champignons (autres que pythiacées); Tomate - Aubergine, Trt Part.Aer., Pourriture grise et sclérotinioses";Approuvée;2027-05-31;Oui;;14.8;H301 H318 H332 H351 H410
2986;114311-32-9;herbicide;"Tournesol, Désherbage; Soja, Désherbage; Crucifères oléagineuses, Désherbage; Graines protéagineuses, Désherbage; Légumineuses fourragères, Désherbage; Légumineuses potagères (sèches), Désherbage; Porte graine, Désherbage; Haricots et pois non écossés frais, Désherbage";Approuvée;2027-06-30;Oui;candidat à la substitution;4.2;H361d H400 H410
2860;81335-37-7;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2018-12-31;;;;
1877;138261-41-3;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2020-12-01;;;;
5483;144171-61-9;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2021-12-19;;;;
6483;144550-36-7;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2032-03-31;Oui;;0.108;H400 H410
1942;3861-47-0;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
1205;1689-83-4;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
7508;125225-28-7;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;;;candidat à la substitution;0.044;H302 H360D H373 H410
1206;36734-19-7;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2017-12-05;;;;
2951;140923-17-7;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2031-03-31;Non;;189.0;H351
1208;34123-59-6;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2016-06-30;;candidat à la substitution;;
1672;82558-50-7;herbicide;"Arbres et arbustes, Désherbage, Pépi. Pl. terre; Arbres et arbustes, Désherbage, Plantat. Pl. terre; Asperge, Désherbage; Avoine, Désherbage; Bulbes ornementaux, Désherbage; Chicorées - Production de racines, Désherbage; Crucifères oléagineuses, Désherbage; Cultures florales et plantes vertes, Désherbage";Approuvée;2027-01-31;Oui;;3.75;H413
2807;163520-33-0;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;
1945;141112-29-0;herbicide;"Maïs, Désherbage; Maïs doux, Désherbage";Approuvée;2034-07-31;Oui;;0.1;H361d H400 H410
1950;143390-89-0;fongicide;"Fruits à pépins, Trt Part.Aer., Stemphyliose; Fruits à pépins, Trt Part.Aer., Tavelure(s); Fruits à pépins, Trt Part.Aer., Oïdium(s); Vigne, Trt Part.Aer., Black rot; Arbres et arbustes, Trt Part.Aer., Maladies diverses (1); Arbres et arbustes, Trt Part.Aer., Oïdium(s); Cassissier, Trt Part.Aer., Oïdium(s); Cultures florales et plantes vertes, Trt Part.Aer., Oïdium(s)";Approuvée;2027-05-31;Oui;;15.0;H351 H400 H410
1094;91465-08-6;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;"Approuvée
Non approuvée";2026-08-31;Oui;candidat à la substitution;0.00039;H301 H312 H330 H400 H410
5647;9008-22-4;fongicide;"Vigne, Trt Part.Aer., Stimul. Déf. Plantes - Maladies; Céréales à paille, Trt Part.Aer., Stimul. Déf. Plantes - Maladies; Blé, Trt Part.Aer., Oïdium(s); Blé, Trt Part.Aer., Septoriose(s); Orge, Trt Part.Aer., Helminthosporiose et ramulariose; Blé, Trt Part.Aer., Piétin verse; Orge, Trt Part.Aer., Oïdium(s); Fraisier, Trt Part.Aer., Oïdium(s)";Approuvée;2033-02-28;Oui;"biocontrôle; faible risque";713.0;Sans classement
1406;2164-08-1;herbicide;"Betterave industrielle et fourragère, Désherbage; Betterave potagère, Désherbage; PPAM - non alimentaires, Désherbage; Porte graine - PPAMC, Florales et Potagères, Désherbage; Epinard, Désherbage; PPAMC, Désherbage; Fraisier, Désherbage";Approuvée;2040-06-30;Oui;;1.215;H351 H400 H410
1209;330-55-2;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2017-03-03;;candidat à la substitution;;
2026;103055-07-8;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2019-12-31;;candidat à la substitution;;
1210;121-75-5;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2026-07-31;;;;
1211;8018-01-7;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;"2021-01-04
2017-01-31";;;;
8827;173662-97-0;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2029-06-09;Oui;;7.18;H400 H410
6399;374726-62-2;fongicide;"Pomme de terre, Trt Part.Aer., Mildiou(s); Epinard, Trt Part.Aer., Mildiou(s); Choux pommés, Trt Part.Aer., Mildiou(s); Choux à inflorescence, Trt Part.Aer., Mildiou(s); Navet, Trt Part.Aer., Mildiou(s); Chicorées - Production de chicons, Trt Sem. Plants, Champignons (pythiacées); Laitue, Trt Part.Aer., Mildiou(s); Tomate - Aubergine, Trt Part.Aer., Mildiou(s)";Approuvée;2029-06-30;Oui;;7.6;H400 H410
1705;12427-38-2;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2017-01-31;;;;
2084;16484-77-8;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;"2021-01-31
2027-10-15";Oui;;160.0;H302 H318 H400 H410
2930;135590-91-9;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;10.0;H411
8686;1417782-03-6;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2029-03-20;Oui;;2.2;H317 H400 H410
5533;110235-47-7;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2024-05-20;Non;;2.7;H351 H400 H410
2089;24307-26-4;régulateur de croissance;Régulation de la croissance des plantes (antigerminatif, etc.).;Approuvée;2040-02-29;Oui;;685.0;H301 H332 H412
1677;131-72-6;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2025-03-31;Oui;;0.038;H317 H332 H400 H410
2578;208465-21-8;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;;;;;0.129;H400 H410
2076;104206-82-8;herbicide;"Maïs doux, Désherbage; Maïs, Désherbage; Canne à sucre, Désherbage; Lin, Désherbage; Crucifères oléagineuses, Désherbage; Pavot, Désherbage; Sorgho, Désherbage (1); Porte graine - PPAMC, Florales et Potagères, Désherbage";Approuvée;2032-05-31;Oui;;0.77;H361d H373 H400 H410
2987;70630-17-0;fongicide;"Betterave potagère, Trt Sem. Plants, Champignons (pythiacées); Choux, Trt Sem. Plants, Champignons (pythiacées); Epinard, Trt Sem. Plants, Champignons (pythiacées); Laitue, Trt Sem. Plants, Champignons (pythiacées); Navet, Trt Sem. Plants, Champignons (pythiacées); Porte graine - Maïs, Trt Sem. Plants, Champignons (pythiacées); Porte graine, Trt Sem. Plants, Maladies diverses; PPAMC, Trt Sem. Plants, Maladies fongiques";Approuvée;2035-05-31;Oui;;56.0;H302 H318
1706;57837-19-1;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2026-09-30;Oui;candidat à la substitution;;H302 H317 H412
1796;108-62-3;molluscicide;Lutte contre les limaces et mollusques.;Approuvée;2026-08-31;Oui;;750.0;H228 H301 H361f H412
2088;137-42-8;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2027-11-15;Non;candidat à la substitution;;
1215;41394-05-2;herbicide;"Betterave industrielle et fourragère, Désherbage; Betterave potagère, Désherbage; Bulbes ornementaux, Désherbage; Epinard, Désherbage; Porte graine - PPAMC, Florales et Potagères, Désherbage; PPAMC, Désherbage; PPAM - non alimentaires, Désherbage; Porte graine - Betterave industrielle et fourragère, Désherbage";Approuvée;2026-11-30;Oui;;373.0;H302 H400
1670;67129-08-2;herbicide;"Crucifères oléagineuses, Désherbage; Porte graine, Désherbage; Tournesol, Désherbage; Choux, Désherbage; PPAMC, Désherbage; Navet, Désherbage";Approuvée;2026-10-31;Oui;;2.4;H317 H351 H400 H410
1879;125116-23-6;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2031-08-31;Oui;candidat à la substitution;0.291;H302 H361d H411
1216;18691-97-9;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;;;;;
2052;67-56-1;autre;"Autre usage phytopharmaceutique ; consulter e-phy/INRS pour le détail.";;;;;;
1510;2032-65-7;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2019-10-03;;;;
1218;16752-77-5;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2019-08-31;;candidat à la substitution;;
5511;161050-58-4;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2026-03-31;Non;candidat à la substitution;;
2067;9006-42-2;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2023-11-28;;;5.5;H317 H351 H373 H400 H410
1515;3060-89-7;herbicide;"Bulbes ornementaux, Désherbage; Tabac, Désherbage; Asperge, Désherbage; Laitue, Désherbage; Porte graine - PPAMC, Florales et Potagères, Désherbage; Soja, Désherbage; Tournesol, Désherbage; Pomme de terre, Désherbage";Approuvée;2027-05-31;Oui;;31.0;H302 H317 H351 H373 H400 H410
1912;139528-85-1;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2021-04-30;;;;
5654;220899-03-6;fongicide;"Avoine, Trt Part.Aer., Oïdium(s); Orge, Trt Part.Aer., Oïdium(s); Orge, Trt Part.Aer., Piétin verse; Blé, Trt Part.Aer., Oïdium(s); Blé, Trt Part.Aer., Piétin verse; Champignons, Trt Substrats, Moles et toiles; Cucurbitacées à peau comestible, Trt Part.Aer., Oïdium(s); Cultures florales et plantes vertes, Trt Part.Aer., Oïdium(s)";Approuvée;2039-10-31;Oui;;2.2;H400 H410
1225;21087-64-9;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2024-11-24;Oui;candidat à la substitution;1.61;H302 H373 H400 H410
1797;74223-64-6;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2026-08-31;Oui;candidat à la substitution;0.046;H400 H410
5655;51596-10-2;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Approuvée;2040-11-15;Oui;;0.012;H302 H332 H400 H410
1707;2212-67-1;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2014-07-31;;candidat à la substitution;;
1881;88671-89-0;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2021-05-31;;candidat à la substitution;;
1519;15299-99-7;herbicide;"Crucifères oléagineuses, Désherbage; Fruits à noyau, Désherbage, Cult. Installées; Fruits à noyau, Désherbage, Pépi. Jeunes plantat.; Fruits à pépins, Désherbage, Cult. Installées; Fruits à pépins, Désherbage, Pépi. Jeunes plantat.; PPAMC, Désherbage; Vigne, Désherbage, Cult. Installées; Vigne, Désherbage, Pépi. Jeunes plantat.";Approuvée;2027-03-31;Oui;;66.0;H400 H410
1882;111991-09-4;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2027-03-31;Oui;candidat à la substitution;0.27;H400 H410
1668;19044-88-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2021-05-31;;;;
2068;39807-15-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2014-03-31;;candidat à la substitution;;
1667;19666-30-9;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Non approuvée;2018-12-31;;candidat à la substitution;;
1850;23135-22-0;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2023-05-01;;candidat à la substitution;;
7872;1003318-67-9;fongicide;"Tomate - Aubergine, Trt Part.Aer., Mildiou(s); Laitue, Trt Part.Aer., Mildiou(s); Oignon, Trt Part.Aer., Mildiou(s); Vigne, Trt Part.Aer., Mildiou(s); Tournesol, Trt Sem., Champignons (pythiacées); Pavot, Trt Sem. Plants, Champignons (pythiacées); Pomme de terre, Trt Part.Aer., Mildiou(s)";Approuvée;2027-03-03;Oui;;3.3;H410
1231;301-12-2;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1952;42874-03-3;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2027-05-31;Non;candidat à la substitution;0.032;H351 H400 H410
2545;76738-62-0;régulateur de croissance;"Lin, Trt Part.Aer., Régul. Croiss. Org. Aériens; Crucifères oléagineuses, Trt Part.Aer., Cylindrosporiose; Crucifères oléagineuses, Trt Part.Aer., Régul. Croiss. Org. Aériens; Crucifères oléagineuses, Trt Part.Aer., Phoma; Lin, Trt Part.Aer., Septoriose et kabatiella (polyspora); Cultures florales et plantes vertes, Trt Part.Aer., Act. Floraison; Cultures florales et plantes vertes, Trt Part.Aer., Act. Ramification; Cultures florales et plantes vertes, Trt Part.Aer., Régul. Croiss. Org. Aériens";Approuvée;2026-08-31;Oui;candidat à la substitution;0.82;H302 H319 H332 H361d H400 H410
1762;66246-88-6;fongicide;"Cucurbitacées à peau comestible, Trt Part.Aer., Oïdium(s); Fraisier, Trt Part.Aer., Oïdium(s); Cucurbitacées à peau non comestible, Trt Part.Aer., Oïdium(s); Pêcher - Abricotier, Trt Part.Aer., Oïdium(s); Fruits à pépins, Trt Part.Aer., Oïdium(s); Vigne, Trt Part.Aer., Oïdium(s); Tabac, Trt Part.Aer., Oïdium(s); Artichaut, Trt Part.Aer., Oïdium(s)";Approuvée;2026-10-15;Oui;;6.0;H302 H361d H400 H410
1887;66063-05-6;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2021-05-31;;;;
1234;40487-42-1;herbicide;"Canne à sucre, Désherbage; Fruits à pépins, Désherbage, Cult. Installées; Riz, Désherbage; Vigne, Désherbage, Cult. Installées; Salsifis, Désherbage; Carotte, Désherbage; Blé, Désherbage; Céleris, Désherbage (1)";Approuvée;2027-01-15;Oui;candidat à la substitution;0.48;H361d H400 H410
6394;219714-96-2;herbicide;"Sorgho, Désherbage (1); Riz, Désherbage; Vigne, Désherbage, Cult. Installées; Chicorées - Production de racines, Désherbage; Porte graine - PPAMC, Florales et Potagères, Désherbage";Approuvée;2026-05-15;Oui;;0.33;H400 H410
7509;183675-82-3;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Non approuvée;2025-10-31;Oui;;2.9;H400 H410
1523;52645-53-1;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1849;7722-84-1;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;;;;;
7519;106700-29-2;herbicide;Désherbage des cultures, bords de champs, talus ou voiries.;Approuvée;2033-11-30;Oui;;2.67;H302 H317 H400 H410
1236;13684-63-4;herbicide;"Betterave industrielle et fourragère, Désherbage; Betterave potagère, Désherbage; Fraisier, Désherbage; Epinard, Désherbage; PPAMC, Désherbage";Approuvée;2026-09-30;Oui;;4.1;H400 H410
1237;2310-17-0;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;;;;;
1971;732-11-6;insecticide;Lutte contre les insectes ravageurs des cultures ou des stockages.;Non approuvée;2022-02-01;;;;
5662;10045-86-0;molluscicide;Lutte contre les limaces et mollusques.;Approuvée;2030-12-31;Oui;"biocontrôle; faible risque";1000.0;Sans classement
7584;13708-85-5;fongicide;Protection des cultures contre les maladies fongiques (mildiou, oïdium, etc.).;Approuvée;2026-01-31;Oui;biocontrôle;612.6;H412
